playerID,G,AB,R,H,HR,RBI,SB,BB,SO,seasons,BA,OBP,HR_rate,K_rate,inducted
bondsbo01,1849,7043,1258,1886,332,1024.0,461.0,914,1757.0,14,0.2677836149368167,0.35189141636295085,0.04713900326565384,0.24946755643901747,0
bondto01,488,1975,213,471,0,174.0,5.0,22,63.0,10,0.23848101265822785,0.24687030545818728,0.0,0.03189873417721519,0
bonilbo01,2113,7213,1084,2010,287,1173.0,45.0,912,1204.0,16,0.27866352419243035,0.35963076923076925,0.039789269374740054,0.16692083737695826,0
booneaa01,1152,3871,519,1017,126,555.0,107.0,303,707.0,12,0.26272281064324465,0.3162434115955918,0.0325497287522604,0.18264014466546113,0
boonebo01,2264,7245,679,1838,105,826.0,38.0,663,608.0,19,0.2536922015182885,0.31626201315123925,0.014492753623188406,0.08391994478951001,0
boonebr01,1780,6683,927,1775,252,1021.0,94.0,552,1295.0,14,0.2655992817596888,0.3216309606081548,0.03770761633996708,0.19377525063594195,0
bottoji01,1991,7471,1177,2313,219,1422.0,58.0,664,591.0,16,0.3095971088207737,0.3659496004917025,0.02931334493374381,0.07910587605407576,1
boudrlo01,1646,6029,861,1779,68,789.0,51.0,796,309.0,15,0.29507380991872617,0.3772893772893773,0.011278819041300382,0.05125228064355614,1
bowala01,2247,8418,987,2191,15,525.0,318.0,474,569.0,16,0.26027559990496557,0.2997076023391813,0.001781895937277263,0.06759325255405084,0
boyercl02,1725,5780,645,1396,162,654.0,41.0,470,931.0,16,0.24152249134948098,0.29856,0.028027681660899653,0.1610726643598616,0
boyerke01,2034,7455,1104,2143,282,1141.0,105.0,713,1017.0,15,0.287458081824279,0.34965719882468166,0.037826961770623745,0.13641851106639838,0
bradlbi01,1461,5430,754,1471,34,552.0,181.0,290,531.0,14,0.270902394106814,0.30786713286713285,0.006261510128913444,0.09779005524861878,0
breitte01,448,1350,174,291,4,126.0,30.0,150,145.0,11,0.21555555555555556,0.294,0.002962962962962963,0.10740740740740741,0
bresnro01,1446,4481,682,1252,26,530.0,212.0,714,403.0,17,0.27940191921446106,0.37844080846968237,0.005802276277616604,0.08993528230305735,1
brettge01,2707,10349,1583,3154,317,1596.0,201.0,1096,908.0,21,0.3047637452893999,0.37134119702927043,0.030630978838535123,0.08773794569523626,1
bridgto01,424,1003,83,181,0,72.0,0.0,74,271.0,16,0.18045862412761715,0.23676880222841226,0.0,0.27018943170488535,0
briggjo02,1366,4117,601,1041,139,507.0,64.0,663,785.0,12,0.2528540199174156,0.35648535564853556,0.03376244838474617,0.19067282001457372,0
brocklo01,2616,10332,1610,3023,149,900.0,938.0,761,1730.0,19,0.29258614014711576,0.3411160191111512,0.014421215640727836,0.16744096012388696,1
brodist01,1438,5703,886,1728,25,900.0,289.0,420,233.0,12,0.30299842188321935,0.35080842724154826,0.00438365772400491,0.040855689987725756,0
brookhu01,1645,5974,656,1608,149,824.0,64.0,387,1005.0,15,0.26916638767994644,0.31362993240056597,0.024941412788751255,0.16822899229996652,0
brosisc01,1146,3889,544,1001,141,531.0,57.0,348,699.0,11,0.25739264592440214,0.3183856502242152,0.03625610696837233,0.17973772177937772,0
